ID Immagine	Testo Naturale	Testo Generato	Correzione Testo Generato	Error Type	Language	image_activity	image_object	image_context	Processed Text	Translated Text	gender_label	old_ID_img
e9248e56-2de4-449c-9a30-02b416f7522d	"
استمتع بلحظات الفن الحية مع عائلتك وأصدقائك في فعالية #طويق_للنحت 👌🤩
📍| واجهة روشن - الرياض

للمزيد عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a man in a hat is looking at a paper	a man in a hat is looking at a paper	No Error	ar	gesture&emotions	people&clothing	city	استمتع بلحظات الفن الحية عائلتك وأصدقائك فعالية طويق للنحت واجهة روشن الرياض للمزيد عبر موقع روح السعودية روح يروح	Enjoy the moments of live art, your family and friends are the effectiveness	male	a010324VisitSaudi.ar_img_5.png
5236bd97-8e85-4233-8e92-1a7fa385fbf9	"
انضموا إلى ""مهرجان الرياض للألعاب"" في البوليفارد سيتي 🤩
واستمتعوا بفعاليات عالمية ومحلية وممتعة على مدار اليوم 👏🏼

للمزيد عبر موقع روح السعدوية

#روح_قبل_لا_يروح"	a little girl holding a video game controller	a little girl holding a video game controller	No Error	ar	gesture&emotions	art&entertainment	city	انضموا مهرجان الرياض للألعاب البوليفارد سيتي واستمتعوا بفعاليات عالمية ومحلية وممتعة مدار اليوم للمزيد عبر موقع روح السعدوية روح يروح	Join the Riyadh Festival of Bolivard City and enjoy international, local and enjoyable activities throughout the day for more via the spirit of Al Saadwiya Spirit	female	a010324VisitSaudi.ar_img_6.png
9fce6c88-ebf4-491b-8437-2d2659cf83c4	"
لا تفوت فرصة المتعة مع أصحابك بفعاليات ومغامرات مميزة داخل كومبات فليدج في بوليفارد وورلد 🔫

للحجز عبر موقع روح السعودية

#روح_قبل_لا_يروح"	two men in suits are looking at a cell phone	two men in caps shoot with a rifle	Recognition Error	ar	sportive	miscellaneous	nature	تفوت فرصة المتعة أصحابك بفعاليات ومغامرات مميزة داخل كومبات فليدج بوليفارد وورلد للحجز عبر موقع روح السعودية روح يروح	You miss the opportunity of pleasure, your companions with distinguished activities and adventure	male	a010324VisitSaudi.ar_img_7.png
7bd1d73f-c23c-44c4-9e22-33ff9fb2b420	"
استعدوا لرحلة مليئة بالمغامرة في عالم المصارعة! 🥊
ولا تفوتوا فرصة اكتشاف تجربة ""WWE"" في بوليفارد سيتي ضمن فعاليات #موسم_الرياض 🤩

للمزيد عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a large building with a sign on the side of it	a large building with a sign on the side of it	No Error	ar	not_analyzed	not_analyzed	not_analyzed	استعدوا لرحلة مليئة بالمغامرة عالم المصارعة تفوتوا فرصة اكتشاف تجربة WWE بوليفارد سيتي فعاليات موسم الرياض للمزيد عبر موقع روح السعودية روح يروح	Get ready for a journey full of adventure, the world of wrestling, miss the opportunity to discover the experience of WWE Bolivard City	No_human	a010324VisitSaudi.ar_img_8.png
e5a02b04-9555-47ad-a8b2-342ffdb54a18	"
‎روح قبل لا يروح شتانا مع من تحب احجز الآن السُعْورِيَة‎"	a food truck is parked in front of a building	a tent in the desert	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	روح يروح شتانا تحب احجز الس ور	A soul that goes to a seed, you like to book	No_human	a010324VisitSaudi.ar_img_9.png
31d9fdbd-a593-4b29-99c6-b357d0a41064	"
باعتزاز وهمة عالية نحتفي بأمجادنا وتراثنا وتاريخنا المُلهم في #يوم_التأسيس 🌟

للمزيد عبر موقع روح السعودية

#روح_قبل_لا_يروح"	an old photo of a group of vintage cars	a black and white photo of traditional tools	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	باعتزاز وهمة عالية نحتفي بأمجادنا وتراثنا وتاريخنا الم يوم التأسيس للمزيد عبر موقع روح السعودية روح يروح	With a high pride and an illusion, we celebrate our glories, heritage, and our history of the establishment of more on the soul of the spirit of Saudi Arabia, a spirit that goes	No_human	a010324VisitSaudi.ar_img_10.png
53a5aaba-ddc0-4568-b646-7aad9dcede4d	"
أنا العرب وأصل العروبة بلادي.. وأنا سليل المجد من بدء الأيام 🇸🇦
#يوم_التأسيس
#كلنا_يمناك"	a black and white photo of a man on a skateboard	a man in a city at night and a text	Recognition Error	ar	no_action	miscellaneous	city	العرب وأصل العروبة بلادي سليل المجد بدء الأيام يوم التأسيس يمناك	The Arabs and the origin of Arabism are my descendant of glory	male	a010324VisitSaudi.ar_img_11.png
78dcdb1e-b4ec-4b7f-8c2f-998751e42156	"
استمتعوا بيوم مليء بالمرح لأطفالكم في عالم ""بليبي"" مع فعاليات متنوعة وتجارب فريدة في بوليفارد سيتي 🤩👨‍👧‍👧

للمزيد عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a little girl standing next to a bunch of stuffed animals	a little girl standing next to a bunch of balls	Evaluation Error	ar	static_position	art&entertainment	city	استمتعوا بيوم مليء بالمرح لأطفالكم عالم بليبي فعاليات متنوعة وتجارب فريدة بوليفارد سيتي للمزيد عبر موقع روح السعودية روح يروح	Enjoy a fun day for your children, a scientist with a variety of events and unique experiences of Boulevard City for more through the spirit of Saudi Arabia	female	a010324VisitSaudi.ar_img_12.png
106cf30b-1042-40b2-96bc-90550a0f1bec	"
استعد لرحلة ممتعة لك ولعائلتك في ""السوق العائم"" 🤩
واكتشفوا تجارب فريدة وأجواء رائعة في كل زاوية بمنطقة آسيا داخل البوليفارد وورلد 👏🏼

للمزيد عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a crowd of people walking down a street	a crowd of people walking down a street	No Error	ar	not_analyzed	not_analyzed	city	استعد لرحلة ممتعة ولعائلتك السوق العائم واكتشفوا تجارب فريدة وأجواء رائعة زاوية بمنطقة آسيا داخل البوليفارد وورلد للمزيد عبر موقع روح السعودية روح يروح	Get ready for a fun trip and for your family the floating market and discover unique experiences and a wonderful angle atmosphere in the Asia region inside the Bolivard World for more via the Saudi Spirit site	mixed	a010324VisitSaudi.ar_img_13.png
19f737d4-07fe-4876-b288-dfd62fd1697a	"
#عيش_اللحظة واصنع ذكرياتك المميزة في شتانا بمختلف مناطق المملكة ✨

احجز تجربتك الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a man riding on the back of a horse	a man riding on the back of a horse	No Error	ar	sportive	art&entertainment	nature	عيش اللحظة واصنع ذكرياتك المميزة شتانا بمختلف مناطق المملكة احجز تجربتك عبر موقع روح السعودية روح يروح	Live	male	a010324VisitSaudi.ar_img_14.png
a3537a90-4ba5-4806-aebd-b90fc56618a4	"
استعدوا للضحك والمرح مع مسرحية ""رمضان سكول ميوزيكال"" مع الفنان الكبير محمد هنيدي على مسرح محمد العلي في بوليفارد سيتي 🎭✨

ابتداءً من 24 فبراير 🗓

للمزيد عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a crowd of people standing in front of a christmas tree	a crowd of people standing in front of lit up building	Evaluation Error	ar	not_analyzed	not_analyzed	culture	استعدوا للضحك والمرح مسرحية رمضان سكول ميوزيكال الفنان الكبير محمد هنيدي مسرح محمد العلي بوليفارد سيتي ابتداء 24 فبراير للمزيد عبر موقع روح السعودية روح يروح	Prepare for laughter and fun, the play Ramadan, the great artist, Mohamed Heneidy, the theater	mixed	a010324VisitSaudi.ar_img_15.png
6334e1ef-8bb2-4ff9-9b8f-cffa6604275e	"
انضموا إلى موسم #عالم_اللحظات‬⁩ لتجربة لا تُنسى مع عائلتك وأصدقائك! 🎉
واستمتعوا مع فعاليات ترفيهية مميزة في #مدينة_الملك_عبدالله_الاقتصادية 🤩

للمزيد عبر موقع روح السعودية

#روح_قبل_لا_يروح
#موسم_الرياض"	a family posing for a picture with a birthday cake	a family posing for a picture with a text	Evaluation Error	ar	not_analyzed	not_analyzed	culture	انضموا موسم عالم اللحظات لتجربة نسى عائلتك وأصدقائك واستمتعوا فعاليات ترفيهية مميزة مدينة الملك عبدالله الاقتصادية للمزيد عبر موقع روح السعودية روح يروح موسم الرياض	Join the world of moments of moments to experience the forgot of your family and friends and enjoy distinguished entertainment activities, King Abdullah Economic City for more through the Spirit of Saudi Arabia, a spirit that goes to the Riyadh season	mixed	a010324VisitSaudi.ar_img_16.png
a6893376-2e0e-4930-89d1-4d118bc08c78	"
#عیش_اللحظة واستمتع بأجواء شتانا مع من تحب 🌊

احجز تجربتك الآن عبر موقع روح السعودية

#روح_قبل_لا_یروح"	a man standing under an umbrella at night	a man standing under a gazebo at night	Evaluation Error	ar	static_position	structures&buildings	nature	عیش اللحظة واستمتع بأجواء شتانا تحب احجز تجربتك عبر موقع روح السعودية روح یروح	Live the moment and enjoy the atmosphere	male	a010324VisitSaudi.ar_img_17.png
58cb552f-4191-4e7f-a877-018a653172d4	"
في #موسم_الرياض استمتعوا بأجواء وفعاليات شتوية رائعة ❄️⛺️
وانطلقوا في رحلة مميزة مع عائلتكم في Riyadh Exit 👨‍👩‍👧‍👦 

للمزيد عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a lamp that is in the middle of a room	a lamp that is in the middle of a room	No Error	ar	not_analyzed	not_analyzed	not_analyzed	موسم الرياض استمتعوا بأجواء وفعاليات شتوية رائعة وانطلقوا رحلة مميزة عائلتكم Riyadh Exit للمزيد عبر موقع روح السعودية روح يروح	The Riyadh season enjoy the wonderful atmosphere and winter events and set out a special journey your family RIYANH Exit for more via the Saudi Spirit website	No_human	a010324VisitSaudi.ar_img_18.png
0c4ae9cc-4817-45ce-9d01-acc389c4df06	"‏‏‎ ‎
في كومبات فيلدج عيشوا عالم من المغامرات والتجارب المتنوعة في بوليفارد وورلد 🏹

للمزيد عبر موقع روح السعودية

#روح_قبل_لا_يروح
#موسم_الرياض"	a man wearing a hat and holding a cell phone	a man wearing a white keffiyeh with agal on his head	Evaluation Error	ar	gesture&emotions	people&clothing	city	كومبات فيلدج عيشوا عالم المغامرات والتجارب المتنوعة بوليفارد وورلد للمزيد عبر موقع روح السعودية روح يروح موسم الرياض	Kombat Feldge lived the world of adventures and various experiences Boulevard World for more via the Saudi Spirit website, a spirit that goes to the Riyadh season	male	a010324VisitSaudi.ar_img_19.png
3b0eda07-d424-4165-9565-d75904d892db	"
أجواء مخيفة في ""فايف نايتس آت فريديز"" تأخذك من واقعك إلى حدود الخيال المرعب ☠️

احجز الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a teddy bear with a cartoon character on it	a teddy bear with a text on it	Evaluation Error	ar	not_analyzed	not_analyzed	not_analyzed	أجواء مخيفة فايف نايتس آت فريديز تأخذك واقعك حدود الخيال المرعب احجز عبر موقع روح السعودية روح يروح	Fear atmosphere Five Knights Ati Friedz takes you your reality, the limits of terrifying imagination, reserve through the site of the soul of Saudi Arabia, a soul that goes	No_human	b060324VisitSauriAR_img_0.png
f3cf7e13-1df2-47b1-b742-6ad24650a713	"‎‎
أهلًا بالسياح من مختلف دول العالم في السعودية 🇸🇦
نتطلع لاستضافتكم خلال كأس العالم 2034™️، وندعوكم لاكتشاف وجهاتنا السياحية المميزة في رحلة مليئة بالشغف ⚽️🏆

#ترشح_السعودية2034
#معًا_ننمو"	a soccer ball in the middle of a street	a soccer ball in the middle of a street	No Error	ar	not_analyzed	not_analyzed	not_analyzed	أهل ا بالسياح مختلف دول العالم السعودية نتطلع لاستضافتكم كأس العالم 2034 وندعوكم لاكتشاف وجهاتنا السياحية المميزة رحلة مليئة بالشغف ترشح السعودية2034 ا ننمو	The people of tourists are different countries of the world. We look forward to hosting the 2034 World Cup and we invite you to discover our distinguished tourist destinations	No_human	b060324VisitSauriAR_img_1.png
f03eaeee-b4a0-4616-b6eb-82d94556f237	"
في ظلام الليل.. فن يشع وينثر جماله في كل زاوية بـ #معرض_في_الليل ✨🌟

#روح_قبل_لا_يروح"	a painting of a man standing in front of a mural	a man wolking in front of a painting	Evaluation Error	ar	sportive	art&entertainment	culture	ظلام الليل فن يشع وينثر جماله زاوية بـ معرض الليل روح يروح	The darkness of the night is an art that radiates and spreads its beauty a corner of the night exhibition	male	b060324VisitSauriAR_img_2.png
d7979e96-bc3b-44f3-90d8-bfb47fad4009	"‏‏‎ ‎
استمتع بجولة تأخذك إلى عالم متنوع من الثقافات بمكان واحد في البوليفارد وورلد 🌏

احجز الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح
#موسم_الرياض"	a crowd of people standing in front of a billboard	a crowd of people standing in front of a billboard	No Error	ar	not_analyzed	not_analyzed	city	استمتع بجولة تأخذك عالم متنوع الثقافات بمكان واحد البوليفارد وورلد احجز عبر موقع روح السعودية روح يروح موسم الرياض	Enjoy a tour that takes you a diverse world of culture	mixed	b060324VisitSauriAR_img_3.png
e0f3a20a-593e-444f-9137-e8e69d02be4d	"‏‏‎ ‎
تعرفها صفحات التاريخ ⏳ 
#العلا لا تشبهها أخرى؛ #متجددة_عبر_الزمن."	a stone wall with a bunch of rocks on it	a stone wall with a bunch of rocks on it	No Error	ar	not_analyzed	not_analyzed	not_analyzed	تعرفها صفحات التاريخ العلا تشبهها أخرى متجددة عبر الزمن	The pages of history are known to be similar to others, renewed over time	No_human	b060324VisitSauriAR_img_4.png
6ecd34dd-6da0-44c8-bffc-d0985c9950e3	"
لحظات من الهدوء تحت سماء الليل عيشها مع أصحابك في
"" Riyadh Exit ""⛺️

احجز الآن عبر موقع روح السععودية

#روح_قبل_لا_يروح
#موسم_الرياض"	a person standing in the middle of a desert	a person standing in the middle of a desert	No Error	ar	not_analyzed	not_analyzed	nature	لحظات الهدوء سماء الليل عيشها أصحابك Riyadh Exit احجز عبر موقع روح السععودية روح يروح موسم الرياض	Moments of calm, the night sky, lived by your companions.	mixed	b060324VisitSauriAR_img_5.png
14c0c8d0-b39e-49fa-9c15-b133e9e43707	"
مع أجواء الشتاء استمتع مع عائلتك بأجمل اللحظات مع أنشطة ثلجية في فعالية سنوبلاست ضمن #موسم_الرياض! ❄️

احجز الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a man in a red jacket holding a snowboard	a child in a grey jacket stading in the snow	Evaluation Error	ar	not_analyzed	not_analyzed	city	أجواء الشتاء استمتع عائلتك بأجمل اللحظات أنشطة ثلجية فعالية سنوبلاست موسم الرياض احجز عبر موقع روح السعودية روح يروح	The atmosphere of winter enjoy your family with the most beautiful moments snow activities, the effectiveness	mixed	b060324VisitSauriAR_img_6.png
920698a2-48df-44cb-a7c7-364783951f5e	"‏‏‎ ‎
استمتع بجمال الحضارات في #العلا! 🌍 ✨
وانضم إلى جولة المواقع السرية بقيادة عالم الآثار لتكتشف أسرار دادان الأثرية التي تحكي قصة حضارة فريدة.
 
احجز تذكرتك الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a blurry picture of a cloudy sky	a blurry picture of a cloudy sky	No Error	ar	not_analyzed	not_analyzed	not_analyzed	استمتع بجمال الحضارات العلا وانضم جولة المواقع السرية بقيادة عالم الآثار لتكتشف أسرار دادان الأثرية تحكي قصة حضارة فريدة احجز تذكرتك عبر موقع روح السعودية روح يروح	Enjoy the beauty of the urgent civilizations and join the tour of the secret sites led by the archaeologist to discover the ancient secrets of Dadan. It tells the story of a unique civilization.	No_human	b060324VisitSauriAR_img_7.png
be43f249-31fc-4cc6-8dae-7cdf75264553	"‏‏‎ ‎‏‏‎ ‎
على أرض ترويك استمتعوا بعرض أصايل الأول من نوعه! 🤩
 وعيشوا لحظات استثنائية في #موسم_الدرعية ✨

احجزوا تذاكركم الآن:"	a brown horse standing next to a fence	a brown horse standing next to a fence	No Error	ar	not_analyzed	not_analyzed	not_analyzed	أرض ترويك استمتعوا بعرض أصايل الأول نوعه وعيشوا لحظات استثنائية موسم الدرعية احجزوا تذاكركم	Land Trie, enjoy the first offer of Asayel and live the exceptional moments of the Diriyah season, book your tickets	No_human	b060324VisitSauriAR_img_8.png
c947c216-4e24-466d-9f3a-dc4fd14e4281	"
مستعدين لمواجهة التحديات المرعبة؟ 😎
اكتشفوا أسرار مزرعة مهجورة ومليئة بالرعب والأشباح في ""Zeela House"" بمنطقة بوليفارد سيتي ☠️

احجزوا الآن من خلال روح السعودية

#روح_قبل_لا_يروح
#موسم_الرياض"	a collage of images of a cat on a computer screen	a mummy and a text	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	مستعدين لمواجهة التحديات المرعبة اكتشفوا أسرار مزرعة مهجورة ومليئة بالرعب والأشباح Zeela House بمنطقة بوليفارد سيتي احجزوا روح السعودية روح يروح موسم الرياض	We are ready to face the terrifying challenges. Discover the secrets of an abandoned farm, full of terror and ghosts.	No_human	b060324VisitSauriAR_img_9.png
b4e38f5c-bc40-4365-a6c6-a629cf6e205f	"
لآخر لحظة.. استمتع بفعاليات الشتاء مع التجارب المميزة والمختلفة في ذا ليف الرياض 🤩 🐎

احصل على خصم 10% مع كود STA10، واحجز تجربتك الآن عبر موقع روح السعودية

#خلك_دليلة
#روح_قبل_لا_يروح"	a person riding a bike on a street	a person riding a bike on a street	No Error	ar	not_analyzed	not_analyzed	nature	لآخر استمتع بفعاليات الشتاء التجارب المميزة والمختلفة ليف الرياض احصل خصم 10 كود STA10 واحجز تجربتك عبر موقع روح السعودية خلك دليلة روح يروح	For another, enjoy the winter activities, distinctive and different experiences, to meet Riyadh. Get 10 Code Sta1	mixed	b060324VisitSauriAR_img_10.png
396ae46f-eb43-4705-ba99-79347070ad28	"
استمتعوا بلحظات ممتعة مع أطفالكم في عالم الأحلام ""باربي"" ✨
وعيشوا أجواء مميزة في بوليفارد سيتي 👏🏻

احجز الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح
#موسم_الرياض"	a girl is playing a video game on the tv	a girl is playing a video game on the computer	Evaluation Error	ar	sportive	art&entertainment	city	استمتعوا بلحظات ممتعة أطفالكم عالم الأحلام باربي وعيشوا أجواء مميزة بوليفارد سيتي احجز عبر موقع روح السعودية روح يروح موسم الرياض	Enjoy fun moments, your children, dream scientist Barbie, and live a distinctive atmosphere of Boulevard City, reserve through the Spirit of Saudi Arabia, a soul that goes to the Riyadh season	female	b060324VisitSauriAR_img_11.png
13a56840-10e1-4b61-ae02-5533027f9c3e	"
تابعوا أهم اللحظات الرياضية التنافسية في بطولة #موسم_الرياض P1 بريمير بادل مع أقوى لاعبين العالم 🏆🎾

احجزوا الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a collage of photos with a man holding a tennis racquet	a collage of cartoons with a man holding a tennis racquet	Evaluation Error	ar	gesture&emotions	art&entertainment	city	تابعوا اللحظات الرياضية التنافسية بطولة موسم الرياض P1 بريمير بادل أقوى لاعبين العالم احجزوا عبر موقع روح السعودية روح يروح	Follow the competitive sports moments, the Riyadh season, P1 Premier Badel, the most powerful players in the world, reserve through the spirit of Saudi Arabia, a spirit that goes	male	b060324VisitSauriAR_img_12.png
e67deece-b72b-4385-bf04-a72ac4657b2e	"
جاهز لرحلة إلى القمة؟ 🌒
عيش تجربة فريدة في فيو تاور بالبوليفارد بير واستمتع بمناظر وأجواء لا تُضاهى 🤩

احجز الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح
#موسم_الرياض"	a sign that is on top of a computer screen	the top od a lit up tower and the moon	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	جاهز لرحلة القمة عيش تجربة فريدة فيو تاور بالبوليفارد بير واستمتع بمناظر وأجواء ضاهى احجز عبر موقع روح السعودية روح يروح موسم الرياض	Ready for the summit trip. Live a Farid Fio Tower experience in Bolivard Bear and enjoy the scenery and atmosphere	No_human	b060324VisitSauriAR_img_13.png
cce71496-91fc-4531-99c9-abed3c1e9cce	" 
استمتعوا بتجارب مذهلة في #موسم_الرياض 🎉

باقة العائلة تقدم لكم فايف نايتس آت فريديز، ومسامير، وتجربة الأساطير، كلها في عرض واحد! 🤩

احجز الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a poster of a candy bar with a cartoon character on it	a poster with texts	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	استمتعوا بتجارب مذهلة موسم الرياض باقة العائلة تقدم فايف نايتس آت فريديز ومسامير وتجربة الأساطير عرض واحد احجز عبر موقع روح السعودية روح يروح	Enjoy amazing experiments, Riyadh season, Family package.	No_human	b060324VisitSauriAR_img_14.png
7287ad69-6947-409b-94d1-9b2b07dcad62	"‏‏‎ ‎
استعد لتجربة مليئة بالتشويق مع فعاليات سرڤايڤور ريس داخل البوليفارد وورلد 🏎️

احجز الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح
#موسم_الرياض"	a person sitting on a skateboard in a parking lot	a person sitting on a go-kart	Evaluation Error	ar	not_analyzed	not_analyzed	city	استعد لتجربة مليئة بالتشويق فعاليات سرڤايڤور ريس داخل البوليفارد وورلد احجز عبر موقع روح السعودية روح يروح موسم الرياض	Get ready for an experience filled with suspense, Servyvor Rees	mixed	b060324VisitSauriAR_img_15.png
a4256a71-a703-4f7e-be5f-fa210386bfe9	"‏‏‎ ‎
استعد لرحلة استثنائية في العالم الافتراضي ""ميتاوورلد"" في بوليفارد وورلد! 🌐✨
وعيش تجارب رقمية فريدة واستمتع بكل لحظة 🤩👏🏼 

احجز الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح
#موسم_الرياض"	a woman standing next to a man in a room	a girl standing next to a girl with a VR device	Evaluation Error	ar	static_position	art&entertainment	city	استعد لرحلة استثنائية العالم الافتراضي ميتاوورلد بوليفارد وورلد وعيش تجارب رقمية فريدة واستمتع احجز عبر موقع روح السعودية روح يروح موسم الرياض	Prepare for an exceptional journey virtual world Metoorld Boulevard World and live unique digital experiences and enjoy reserving through the Spirit of Saudi Arabia, a spirit that goes to the Riyadh season	female	b060324VisitSauriAR_img_16.png
2c122ebb-e91a-436d-a8c4-7f5f58cd2361	"‏‏‎ ‎
الثلج يتساقط في العاصمة! 🏂❄️
عيشوا 4 أيام ممتعة مع كأس منافسة سنوبلاست من قلب الرياض 🎿

🗓️| 26 إلى 29 فبراير
 
احجز الآن من خلال موقع روح السعودية.

#روح_قبل_لا_يروح"	a snowboarder is standing in the snow	a snowboarder is standing in the snow	No Error	ar	not_analyzed	not_analyzed	not_analyzed	الثلج يتساقط العاصمة عيشوا 4 أيام ممتعة كأس منافسة سنوبلاست قلب الرياض 26 29 فبراير احجز موقع روح السعودية روح يروح	Snow falls the capital. Live 4 days, fun, a cup of competition, Snowlast, the heart of Riyadh, 26 February, February 2, Book Saudi Spirit, a spirit that goes	No_human	b060324VisitSauriAR_img_17.png
464a9d2c-0ec1-49ea-b26c-42aa3acd4e10	"
لأن شتانا غير بفعالياته المختلفة ولحظاته الاستثنائية #روح_قبل_لا_يروح! 🤩❄️

احجز الآن من خلال روح السعودية"	a person riding a skateboard on a street	three racing cars on the track	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	شتانا بفعالياته المختلفة ولحظاته الاستثنائية روح يروح احجز روح السعودية	Shatana with its various activities and its exceptional moments	No_human	c140324VisitSaudiAR_img_0.png
66a6147c-6b7d-4164-8ac8-107cb53a37e0	"
رمضان في ‫#جدة_البلد‬ 🌙
تجارب عريقة تنقلك لأجواء حيّة 🤩

اكتشفها واستمتع فيها مع ‫#موسم_رمضان‬ 🌅

‫#روح_السعودية"	a large building with many lights in it	a large building with many lights in it	No Error	ar	not_analyzed	not_analyzed	city	رمضان جدة البلد تجارب عريقة تنقلك لأجواء اكتشفها واستمتع موسم رمضان روح السعودية	Ramadan Jeddah, the country	mixed	c140324VisitSaudiAR_img_1.png
25b4711c-52d8-48e0-8426-b83fc72f14ec	"
ودك بتجربة سحور مختلفة؟ 😍
احجز الآن في سفرة الثريا، واستمتع بألذ الأكلات على يد أمهر الطهاة 🍽️

#موسم_رمضان
#روح_السعودية"	people are sitting in a large room	people are sitting in a large room	No Error	ar	not_analyzed	not_analyzed	city	ودك بتجربة سحور مختلفة احجز سفرة الثريا واستمتع بألذ الأكلات يد أمهر الطهاة موسم رمضان روح السعودية	You have an experience of different suhoor, book the chandelier's trip and enjoy the most delicious food, the hand of the most skilled chefs, the season of Ramadan, the spirit of Saudi Arabia	mixed	c140324VisitSaudiAR_img_2.png
0fa801aa-53ce-4370-b7e4-0dd51fa8c8de	"
اكتشفوا الجمال والإبداع بأبهى صورة في ⁧‫#بينالي_الدرعية_للفن_المعاصر‬⁩ بوادي حنيفة، واستمتعوا بالعروض الحية والتجارب الفنية الملهمة!✨

‏⁧‫#روح_السعودية"	a large building with a sky background	a large building with a sky background	No Error	ar	not_analyzed	not_analyzed	not_analyzed	اكتشفوا الجمال والإبداع بأبهى صورة بينالي الدرعية للفن المعاصر بوادي حنيفة واستمتعوا بالعروض الحية والتجارب الفنية الملهمة روح السعودية	Discover beauty and creativity in the best image of the Diriyah Biennial for Contemporary Art in the Hanifa Valley, and enjoy live performances and inspiring artistic experiences of Saudi Arabia	No_human	c140324VisitSaudiAR_img_3.png
a1099aa9-56c1-43db-a4b2-2b0055eaad88	"
أجواء رمضانية مميزة في جدة بروميناد ابتداءً من 5 #رمضان!
انضموا إلينا لتجربة تجمع بين التسوق والترفيه والمأكولات الشهية 🤩🍽️

#تقويم_فعاليات_جدة
#روح_السعودية"	a black and white photo of a black and white fire hydrant	a cloudy sky	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	أجواء رمضانية مميزة جدة بروميناد ابتداء 5 رمضان انضموا لتجربة تجمع التسوق والترفيه والمأكولات الشهية تقويم فعاليات جدة روح السعودية	Distinctive Ramadan atmosphere, Jeddah Brominad starting 5 Ramadan. Join the experience of shopping, entertainment and delicious food	No_human	c140324VisitSaudiAR_img_4.png
1506e1c0-ce11-4c31-861b-6f13c0c0544f	"
مبارك عليكم شهر #رمضان وكل عام وأنتم بخير 🌙"	a large white building with a large window	a large white building with a large window	No Error	ar	not_analyzed	not_analyzed	not_analyzed	مبارك رمضان عام بخير	Mubarak Ramadan is fine	No_human	c140324VisitSaudiAR_img_5.png
a2e0415b-6f45-4ddf-9c44-d05dce373fe0	"
في اليوم الأخير من #فورمولا1_في_السعودية 🏎️
الزوار من حول العالم يعيشون لحظات استثنائية في #حلبة_كورنيش_جدة 🌎 🏁

#روح_قبل_لا_يروح"	a crowd of people watching a baseball game	a crowd of people watching the formula one race	Evaluation Error	ar	not_analyzed	not_analyzed	city	اليوم الأخير فورمولا1 السعودية الزوار العالم يعيشون لحظات استثنائية حلبة كورنيش جدة روح يروح	The last day Formula 1 Saudi visitors, the world, lives in exceptional moments	mixed	c140324VisitSaudiAR_img_6.png
c0bd86a7-6dfe-4dfd-8e18-47c67c867b02	"
#حلبة_كورنيش_جدة تلفت أنظار العالم في #فورمولا1_في_السعودية 🏎️

#روح_قبل_لا_يروح"	a city street filled with lots of traffic at night	formula one race track surrounded by neon lights	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	حلبة كورنيش جدة تلفت أنظار العالم فورمولا1 السعودية روح يروح	Jeddah Corniche circuit draws the attention of the world Formula 1 Saudi Spirit	No_human	c140324VisitSaudiAR_img_7.png
e3384efe-e453-48b2-9631-64437571d85e	"
من حول العالم إلى ‫#جدة‬ 🇸🇦

‫#فورمولا1_في_السعودية‬
‫#روح_قبل_لا_يروح"	a large group of people sitting on top of a motorcycle	a large group of people standing	Evaluation Error	ar	not_analyzed	not_analyzed	city	العالم جدة فورمولا1 السعودية روح يروح	World Jeddah Formula 1 Saudi Spirit goes	mixed	c140324VisitSaudiAR_img_8.png
c5f7fca7-1cd9-486b-b369-94ca8d1f151c	"
زوار منطقة المشجعين في ‫#فورمولا1_في_السعودية‬ يعيشون أفضل الأجواء الاستثنائية واللحظات المذهلة 🏎️ 🌊

‫#روح_قبل_لا_يروح"	a large group of people sitting on a grass field	a large group of people sitting on a grass field	No Error	ar	not_analyzed	not_analyzed	city	زوار منطقة المشجعين فورمولا1 السعودية يعيشون أفضل الأجواء الاستثنائية واللحظات المذهلة روح يروح	Visitors	mixed	c140324VisitSaudiAR_img_9.png
